buffer_size,episode,episode_length,episode_reward,fps,frame,step,total_time
4050.0,81.0,50.0,0.0,1.255585430974446,4050,4050.0,39.82206988334656
4100.0,82.0,50.0,0.0,73.59409324752072,4100,4100.0,40.50147318840027
4150.0,83.0,50.0,0.0,70.75994110176411,4150,4150.0,41.208088874816895
4200.0,84.0,50.0,0.0,76.93853067962947,4200,4200.0,41.85796070098877
4250.0,85.0,50.0,0.0,71.67167796629865,4250,4250.0,42.555586099624634
4300.0,86.0,50.0,0.0,68.62936122378521,4300,4300.0,43.284138441085815
4350.0,87.0,50.0,0.0,65.08544600006455,4350,4350.0,44.05236053466797
4400.0,88.0,50.0,0.0,72.09643789653175,4400,4400.0,44.745877504348755
4450.0,89.0,50.0,0.0,71.72030765337355,4450,4450.0,45.44303059577942
4500.0,90.0,50.0,0.0,76.41885721823455,4500,4500.0,46.09732151031494
4550.0,91.0,50.0,0.0,59.65715976264031,4550,4550.0,46.93544554710388
4600.0,92.0,50.0,0.0,64.99344689162005,4600,4600.0,47.70475506782532
4650.0,93.0,50.0,0.0,76.89505813644382,4650,4650.0,48.354992628097534
4700.0,94.0,50.0,0.0,68.63578509294287,4700,4700.0,49.08347749710083
4750.0,95.0,50.0,0.0,69.01868273058534,4750,4750.0,49.80791974067688
4800.0,96.0,50.0,0.0,68.2743119672255,4800,4800.0,50.54026126861572
4850.0,97.0,50.0,0.0,74.39349925274894,4850,4850.0,51.21236491203308
4900.0,98.0,50.0,0.0,79.9602248637305,4900,4900.0,51.83767771720886
4950.0,99.0,50.0,0.0,74.52690219061938,4950,4950.0,52.50857710838318
5000.0,100.0,50.0,0.0,70.35715831360378,5000,5000.0,53.21923828125
5050.0,101.0,50.0,0.0,58.69753535801362,5050,5050.0,54.07106328010559
5100.0,102.0,50.0,0.0,77.97620132092597,5100,5100.0,54.71228528022766
5150.0,103.0,50.0,0.0,74.7880801361993,5150,5150.0,55.3808434009552
5200.0,104.0,50.0,0.0,65.04753367679581,5200,5200.0,56.14951300621033
5250.0,105.0,50.0,0.0,79.12965947281657,5250,5250.0,56.78138780593872
5300.0,106.0,50.0,0.0,73.91279063825078,5300,5300.0,57.45786142349243
5350.0,107.0,50.0,0.0,75.23579888205626,5350,5350.0,58.12244009971619
5400.0,108.0,50.0,0.0,75.20986945918807,5400,5400.0,58.7872474193573
5450.0,109.0,50.0,0.0,67.96049049853525,5450,5450.0,59.52297067642212
5500.0,110.0,50.0,0.0,73.19296798135721,5500,5500.0,60.206098318099976
5550.0,111.0,50.0,0.0,68.58063739725095,5550,5550.0,60.935168504714966
5600.0,112.0,50.0,0.0,72.72071582235378,5600,5600.0,61.62273144721985
5650.0,113.0,50.0,0.0,71.55771596955555,5650,5650.0,62.32146954536438
5700.0,114.0,50.0,0.0,76.24931464215231,5700,5700.0,62.977215051651
5750.0,115.0,50.0,0.0,70.37226815494736,5750,5750.0,63.68772292137146
5800.0,116.0,50.0,0.0,69.8153539368578,5800,5800.0,64.40389895439148
5850.0,117.0,50.0,0.0,76.39628035002042,5850,5850.0,65.05838227272034
5900.0,118.0,50.0,0.0,81.79797403794886,5900,5900.0,65.66964530944824
5950.0,119.0,50.0,0.0,70.36981236412346,5950,5950.0,66.3801782131195
6000.0,120.0,50.0,0.0,73.00243845978456,6000,6000.0,67.0650885105133
6050.0,121.0,50.0,0.0,81.33108037619782,6050,6050.0,67.67986011505127
6100.0,122.0,50.0,0.0,80.56608071928731,6100,6100.0,68.3004698753357
6150.0,123.0,50.0,0.0,76.52758533739943,6150,6150.0,68.95383024215698
6200.0,124.0,50.0,0.0,67.1666595672244,6200,6200.0,69.69824886322021
6250.0,125.0,50.0,0.0,76.02935818398352,6250,6250.0,70.35589003562927
6300.0,126.0,50.0,0.0,70.24098245844377,6300,6300.0,71.06772589683533
6350.0,127.0,50.0,0.0,66.64410401319692,6350,6350.0,71.81798124313354
6400.0,128.0,50.0,0.0,71.73853626364755,6400,6400.0,72.51495742797852
6450.0,129.0,50.0,0.0,74.4105247247152,6450,6450.0,73.18690609931946
6500.0,130.0,50.0,0.0,76.91147093437547,6500,6500.0,73.8370053768158
6550.0,131.0,50.0,0.0,73.73602167267025,6550,6550.0,74.51510071754456
6600.0,132.0,50.0,0.0,68.53776117710383,6600,6600.0,75.24462699890137
6650.0,133.0,50.0,0.0,70.70192449028855,6650,6650.0,75.95182275772095
6700.0,134.0,50.0,0.0,77.67960393311074,6700,6700.0,76.59549331665039
6750.0,135.0,50.0,0.0,79.77802242448266,6750,6750.0,77.22223353385925
6800.0,136.0,50.0,0.0,78.5078524623549,6800,6800.0,77.85911440849304
6850.0,137.0,50.0,0.0,81.99934076839192,6850,6850.0,78.4688766002655
6900.0,138.0,50.0,0.0,85.21734536936015,6900,6900.0,79.05561232566833
6950.0,139.0,50.0,0.0,71.33051183840814,6950,6950.0,79.75657629966736
7000.0,140.0,50.0,0.0,69.26347906013265,7000,7000.0,80.47845816612244
7050.0,141.0,50.0,0.0,66.75979040791509,7050,7050.0,81.22741317749023
7100.0,142.0,50.0,0.0,71.02308845069469,7100,7100.0,81.93141031265259
7150.0,143.0,50.0,0.0,67.5489589775304,7150,7150.0,82.67161536216736
7200.0,144.0,50.0,0.0,66.34877246266768,7200,7200.0,83.42520999908447
7250.0,145.0,50.0,0.0,74.69112454527905,7250,7250.0,84.09463500976562
7300.0,146.0,50.0,0.0,71.18001944835241,7300,7300.0,84.7970802783966
7350.0,147.0,50.0,0.0,81.40277440295374,7350,7350.0,85.41131043434143
