buffer_size,episode,episode_length,episode_reward,fps,frame,step,total_time
4050.0,81.0,50.0,0.0,1.2056000056797638,4050,4050.0,41.47313356399536
4100.0,82.0,50.0,0.0,64.98436398026254,4100,4100.0,42.24255061149597
4150.0,83.0,50.0,0.0,63.943779898105944,4150,4150.0,43.02448868751526
4200.0,84.0,50.0,0.0,66.44686188862704,4200,4200.0,43.77697205543518
4250.0,85.0,50.0,0.0,68.01080699983818,4250,4250.0,44.51215052604675
4300.0,86.0,50.0,0.0,72.78954655433986,4300,4300.0,45.19906282424927
4350.0,87.0,50.0,0.0,80.21103496863505,4350,4350.0,45.8224196434021
4400.0,88.0,50.0,0.0,68.24245303586943,4400,4400.0,46.555103063583374
4450.0,89.0,50.0,0.0,70.27351068317857,4450,4450.0,47.26661014556885
4500.0,90.0,50.0,0.0,73.74769005709142,4500,4500.0,47.944599628448486
4550.0,91.0,50.0,0.0,63.85773880210712,4550,4550.0,48.72759127616882
4600.0,92.0,50.0,0.0,71.11395651817124,4600,4600.0,49.430689334869385
4650.0,93.0,50.0,0.0,72.86103901969572,4650,4650.0,50.11692833900452
4700.0,94.0,50.0,0.0,70.5965124416914,4700,4700.0,50.82518029212952
4750.0,95.0,50.0,0.0,67.60686155073161,4750,4750.0,51.564751386642456
4800.0,96.0,50.0,0.0,68.64378291806909,4800,4800.0,52.293150663375854
4850.0,97.0,50.0,0.0,69.80099338552884,4850,4850.0,53.00947380065918
4900.0,98.0,50.0,0.0,69.53119741814928,4900,4900.0,53.72857713699341
4950.0,99.0,50.0,0.0,73.71925159818925,4950,4950.0,54.40682649612427
5000.0,100.0,50.0,0.0,76.75403377811091,5000,5000.0,55.05825996398926
5050.0,101.0,50.0,0.0,62.77633279282348,5050,5050.0,55.854740142822266
5100.0,102.0,50.0,0.0,63.22662766617192,5100,5100.0,56.645546674728394
5150.0,103.0,50.0,0.0,54.44489444115601,5150,5150.0,57.56390833854675
5200.0,104.0,50.0,0.0,63.14875980549062,5200,5200.0,58.355690717697144
5250.0,105.0,50.0,0.0,10.294589473477522,5250,5250.0,63.21261215209961
5300.0,106.0,50.0,0.0,70.55416498452429,5300,5300.0,63.92128896713257
5350.0,107.0,50.0,0.0,61.21198535455429,5350,5350.0,64.73812317848206
5400.0,108.0,50.0,0.0,75.81979407578321,5400,5400.0,65.39758324623108
5450.0,109.0,50.0,0.0,81.49105781093657,5450,5450.0,66.01114869117737
5500.0,110.0,50.0,0.0,81.07053282326126,5500,5500.0,66.62789750099182
5550.0,111.0,50.0,0.0,71.38949217393673,5550,5550.0,67.32828259468079
5600.0,112.0,50.0,0.0,70.04721581663055,5600,5600.0,68.04208731651306
5650.0,113.0,50.0,0.0,68.30835878017996,5650,5650.0,68.77406311035156
5700.0,114.0,50.0,0.0,69.96038200870822,5700,5700.0,69.48875427246094
5750.0,115.0,50.0,0.0,72.72906347222988,5750,5750.0,70.17623805999756
5800.0,116.0,50.0,0.0,73.67123861287499,5800,5800.0,70.85493087768555
5850.0,117.0,50.0,0.0,69.24506883392095,5850,5850.0,71.57700514793396
5900.0,118.0,50.0,0.0,74.90505392094357,5900,5900.0,72.24451804161072
5950.0,119.0,50.0,0.0,64.84445416027262,5950,5950.0,73.01559591293335
6000.0,120.0,50.0,0.0,56.81592702947116,6000,6000.0,73.89563202857971
6050.0,121.0,50.0,0.0,63.34455551172469,6050,6050.0,74.68496704101562
6100.0,122.0,50.0,0.0,38.63557940786285,6100,6100.0,75.97911262512207
6150.0,123.0,50.0,0.0,50.80764244672065,6150,6150.0,76.96321821212769
6200.0,124.0,50.0,0.0,8.201950632138006,6200,6200.0,83.05933046340942
6250.0,125.0,50.0,0.0,41.984554327318854,6250,6250.0,84.25024652481079
6300.0,126.0,50.0,0.0,33.256807517618725,6300,6300.0,85.7536997795105
6350.0,127.0,50.0,0.0,43.11625928489764,6350,6350.0,86.9133563041687
6400.0,128.0,50.0,0.0,24.360900858203582,6400,6400.0,88.96582841873169
6450.0,129.0,50.0,0.0,29.92660877755025,6450,6450.0,90.63658380508423
6500.0,130.0,50.0,0.0,75.03807092068654,6500,6500.0,91.30291366577148
6550.0,131.0,50.0,0.0,40.05656027139457,6550,6550.0,92.55115008354187
6600.0,132.0,50.0,0.0,44.090586658739205,6600,6600.0,93.68518090248108
6650.0,133.0,50.0,0.0,24.00238243862554,6650,6650.0,95.76830863952637
6700.0,134.0,50.0,0.0,48.13447112496818,6700,6700.0,96.80706644058228
6750.0,135.0,50.0,0.0,54.37209961947474,6750,6750.0,97.72665691375732
6800.0,136.0,50.0,0.0,44.07059189428868,6800,6800.0,98.86120176315308
6850.0,137.0,50.0,0.0,55.49919588896414,6850,6850.0,99.76211714744568
6900.0,138.0,50.0,0.0,48.97577521258079,6900,6900.0,100.78303122520447
6950.0,139.0,50.0,0.0,69.60372892291639,6950,6950.0,101.501384973526
7000.0,140.0,50.0,0.0,66.54959187779372,7000,7000.0,102.25270533561707
7050.0,141.0,50.0,0.0,55.468985774043084,7050,7050.0,103.15411043167114
7100.0,142.0,50.0,0.0,66.8541123934779,7100,7100.0,103.9020082950592
7150.0,143.0,50.0,0.0,57.5116509556334,7150,7150.0,104.77139925956726
7200.0,144.0,50.0,0.0,64.17119891997021,7200,7200.0,105.55056571960449
7250.0,145.0,50.0,0.0,64.21658988997314,7250,7250.0,106.32918286323547
7300.0,146.0,50.0,0.0,54.05464200867647,7300,7300.0,107.25417399406433
7350.0,147.0,50.0,0.0,71.83798744896002,7350,7350.0,107.95018553733826
